ITEM_20150317_000001	Empty_头盔 
ITEM_20150414_004655	A bottle of venom that can be used to make a powerful 毒性. Purchased from the Wugushi Master. 
ITEM_20150414_004656	Camping Tools 
ITEM_20150414_004657	It contains tools necessary for camping. Purchased from the Squire Master. 
ITEM_20150414_004658	Gunpowder 
ITEM_20150414_004659	A 黑色的powder used to make explosives. Purchased from the Fletcher Master. 
ITEM_20150414_004660	Ashrong Stem 
ITEM_20150414_004661	Yel低端的Yognome C矿石
ITEM_20150414_004662	Yel低端的Egnome C矿石
ITEM_20150414_004663	Yel低端的Gorgon Golem C矿石
ITEM_20150414_004664	Moyabu Horn 
ITEM_20150414_004665	Lemuria 皮革
ITEM_20150414_004666	Crocoman 骨头s 
ITEM_20150414_004667	Socket Shell 
ITEM_20150414_004668	Mole Claw 
ITEM_20150414_004669	Mole Claw 
ITEM_20150414_004670	Luxordon 皮革
ITEM_20150414_004671	Lizard Man 骨头s 
ITEM_20150414_004672	Tama叶子 
ITEM_20150414_004673	短小Timber 
ITEM_20150414_004674	Sest Needle 
ITEM_20150414_004675	Melatinun 心脏 
ITEM_20150414_004676	Gribaru Bell 
ITEM_20150414_004677	Siaulamb Fur叶子 
ITEM_20150414_004678	Pendinmire 面具 
ITEM_20150414_004679	Levi Fur 
ITEM_20150414_004680	Honeybin Stinger 
ITEM_20150414_004681	Fan叶子 
ITEM_20150414_004682	Honeymeli Stinger 
ITEM_20150414_004683	Siaulamb 面具 
ITEM_20150414_004684	Big Siaulamb Sinew  
ITEM_20150414_004685	Blood Eyeball 
ITEM_20150414_004686	Moyabu 水晶 
ITEM_20150414_004687	Crocman 皮革
ITEM_20150414_004688	Tripede 棘刺的
ITEM_20150414_004689	红色的Infro Rocktor C矿石
ITEM_20150414_004690	The power source that moves the 红色的Infro Rockter. Grita, who can't use magic, needs it. 
ITEM_20150414_004691	Lump of Kowak Meat 
ITEM_20150414_004692	A lump of meat easily obtained from Kowak. Unfit for human consumption. 
ITEM_20150414_004693	A叶子bud found commonly on the 原野 grasses of Starving Demon的Road. Edible, but not very tasty.. 
ITEM_20150414_004694	口帕ri Flesh 
ITEM_20150414_004695	A药片 of a 口帕ri的flesh torn off while hunting. The disgusting smell make it impossible to eat. 
ITEM_20150414_004696	An energy source sprinkled by the Tree Root 水晶. These need to be collected to remove the contamination. 
ITEM_20150414_004697	Reveals 魔物们 that killed Pilgrims with the Curse of Rage when sprayed on them. 
ITEM_20150414_004698	Unnamed 鲜花 
ITEM_20150414_004699	A 鲜花 to be offe红色的on the altar to soothe angry souls. 
ITEM_20150414_004700	森林之of Prayer Sanctuary Map 
ITEM_20150414_004701	A map that shows all the Sanctuaries of Blessing in the 森林之of Prayer. {nl}Left-click to open the map. Please return the map when done explo环状 the 森林之of Prayer for other Pilgrims. {nl}Return Location: Road to Apsimesti Crossroad 
ITEM_20150414_004702	Water for cleaning plaster powder off theafter repai环状 the Goddess Statue. It is very clean. 
ITEM_20150414_004703	An imprint that Naktis placed on 魔物们 as a way to control them. 
ITEM_20150414_004704	Water from a 小型 brook in the 森林之of Prayer. It looks potable. 
ITEM_20150414_004705	Reed 鲜花 
ITEM_20150414_004706	Lantern 
ITEM_20150414_004707	Amulet 
ITEM_20150414_004708	Fresh Meat 
ITEM_20150414_004709	Meat for feeding the breeding hawks. Hawks like it. 
ITEM_20150414_004710	Blut的Mark 
ITEM_20150414_004711	A mark containing Blut的power. He seems to have distributed them to his underling Demons. 
ITEM_20150414_004712	A mark given by the 恶魔 大师之Hauberk to his underlings as a sign of 他们的loyalty. 
ITEM_20150414_004713	Necromantic Orb of A符文
ITEM_20150414_004714	An orb that Kyupol A符文used to interrogate Demons. Hauberk的aid is needed. 
ITEM_20150414_004715	A 水晶 blessed with spatial powers by Goddess Vakarine. It has been modified so that the Gidirone people can use it. 
ITEM_20150414_004716	A spectrum sphere created by Kyupol Daiba to keep watch on Demons. It can be used to find the hiding Hauberk. 
ITEM_20150414_004717	A 符文containing the Goddess Vakarine的power. It absorbs the souls of Demons. 
ITEM_20150414_004718	封印ing Token 
ITEM_20150414_004719	A sign of 封印ing that the Kyupol put on vicious Demons in the 恶魔 Prison. 
ITEM_20150414_004720	A 封印ed fragment of Hauberk的shredded soul. 
ITEM_20150414_004721	A shard that Noirelle planted in Demons to ensure 他们的obedience. 
ITEM_20150414_004722	Traces left by Demons that passed through the transitional gap. 
ITEM_20150414_004723	An empty soul needed to rest矿石Dionis as quickly as possible. 
ITEM_20150414_004724	A trinket left by adventurers who ente红色的the 恶魔 Prison. It seems they were killed by Demons. 
ITEM_20150414_004725	A token fragment dropped from the Lada 封印. Evidence that Dionis spread riots after he lost his ego. 
ITEM_20150414_004726	A claw found stuck in a Demon. It looks like it was 攻击ed by Dionis. 
ITEM_20150414_004727	Kyupol Sigita says that other Demons will take this 牙齿 as a warning. 
ITEM_20150414_004728	The tough root of a 红色的大号 口帕. An ingredient needed for the abdominal section of a front plate. 
ITEM_20150414_004729	A 红色的口帕 牙齿 that can be used to make a shoulder 守卫. 
ITEM_20150414_004730	The 皮革of a Jukopus. It can be used to make the abdominal section of a back plate. 
ITEM_20150414_004731	乌波 Robber 皮革that is needed to make a chest protector. 
ITEM_20150414_004732	A bag containing a variety of alchemical tools. 
ITEM_20150414_004733	A picture frame swallowed by a 魔物. There is evidence that something was put in here before. 
ITEM_20150414_004734	A 卷轴 that warps the user to the Pardoner 大师之in the 水晶 Brook. It can only be used when the Sanctuary is in danger, so hoarding them is 点数less. 
ITEM_20150414_004735	Hardtack that was hidden in a grass pile by someone. There is dirt on it. 
ITEM_20150414_004736	Venom collected from  Scorpio. Is it really an ingredient for an energy drink? 
ITEM_20150414_004737	The叶子 of a sweet herb. When chewed while taking a bitter medicine, it covers the taste with its sweetness.  
ITEM_20150414_004738	Timber that looks usable as firewood. Burn it in a pile in the 魔力circle. 
ITEM_20150414_004739	An empty bottle given to you by 巫师的Limas. A common glass bottle. 
ITEM_20150414_004740	Ellum的Evil Aura 
ITEM_20150414_004741	A bottle one third of the way filled with the evil aura of an Ellum. It must be fully filled. 
ITEM_20150414_004742	A bottle two thirds of the way filled with the evil aura of an Ellum. It is nearly full. 
ITEM_20150414_004743	A bottle fully filled with the evil aura of an Ellum. 
ITEM_20150414_004744	A bottle one third of the way filled with the evil aura of a Keposeed. It must be fully filled. 
ITEM_20150414_004745	A bottle two thirds of the way filled with the evil aura of a Keposeed. It is nearly full. 
ITEM_20150414_004746	The head of a 小型 statue. What kind of statue could it be? 
ITEM_20150414_004747	The torso of a 小型 statue. Its 之手 are clasped together. 
ITEM_20150414_004748	The lower half of a 小型 statue. It is hard to identify due to its fragmentation. 
ITEM_20150414_004749	The 羽翼s of a 小型 statue. The 羽翼s don't seem avian. 
ITEM_20150414_004750	木质平地锤 
ITEM_20150414_004751	Mucus that a 魔物 spat out. Seems like it would make a good adhesive base. 
ITEM_20150414_004752	A bitter drink that imbues its consumer with 力量. 
ITEM_20150414_004753	皮革obtained from 魔物们. It can be used to create a variety of 武器. 
ITEM_20150414_004754	A jar used to collect the 毒性s of various 魔物们. It looks very old. 
ITEM_20150414_004755	Sickle 
ITEM_20150414_004756	Rake(Unused) 
ITEM_20150414_004757	A letter written by Horatius for borro羽翼 the farming tool. 
ITEM_20150414_004758	A Neolle pulled out to its rots. The root and叶子 are used for consumption. 
ITEM_20150414_004759	Thoroughly Dried Jerky 
ITEM_20150414_004760	A 魔力stone made by Yonas. They say it can be used to destroy the 魔力circle. 
ITEM_20150414_004761	A seed pouch stolen by 魔物们. There are nibble marks on it. 
ITEM_20150414_004762	An unidentifiable lump of meat. Smells fishy. 
ITEM_20150414_004763	A 小型 Goddess Statue restored by refusing its lost, scatte红色的fragments药片 by药片. 
ITEM_20150414_004764	Wizard的Urn 
ITEM_20150414_004765	Dry Firewood 
ITEM_20150414_004766	Thoroughly dried firewood. 
ITEM_20150414_004767	Well-seasoned timber that would make a strong fence. 
ITEM_20150414_004768	A dagger that was placed on top of a药片 of 皮革carved with a 魔力circle. Something about it feels ominous. 
ITEM_20150414_004769	A Lizardman的sharp claw. The mysterious saplings react to it. 
ITEM_20150414_004770	Body fluid extracted from an Orange Tama. It is used in the Druid的purification ceremony. 
ITEM_20150414_004771	A 小型 box found with seedlings. It的full of seeds. 
ITEM_20150414_004772	Tama Remains 
ITEM_20150414_004773	The remains of a Tama from when it died. It is needed by a researcher. 
ITEM_20150414_004774	The root of a grape vine requested by Researcher Monahan. It looks healthy, unlike its stem. 
ITEM_20150414_004775	The horn of a 短小Tree Sheep. The manager of the farm said he must have it. 
ITEM_20150414_004776	An antidote that can heal the 毒性ed farmers. Get it to them as soon as possible. 
ITEM_20150414_004777	A special stone b猫头鹰used during the Druid的仪式. 
ITEM_20150414_004778	A stone b猫头鹰filled with water. The 古怪的aura it emits seems to attract 魔物们. 
ITEM_20150414_004779	Veiss Seed Pouch 
ITEM_20150414_004780	A valuable seed pouch stolen by Veiss without alerting the attention of the 军人们. 
ITEM_20150414_004781	A 黄金质项链 carved with the symbol of the Chatten Family. It的spatte红色的with blood. 
ITEM_20150414_004782	Pink Tree Root Mole的Horn 
ITEM_20150414_004783	A horn that proves that the owner has killed the Tree Root Mole. 
ITEM_20150414_004784	A 魔物 sample requested by Researcher Gareth. Will this reveal why the crops have been suffering? 
ITEM_20150414_004785	A 魔物 sample requested by the Pyromancer. It is still warm. 
ITEM_20150414_004786	An antidote that can heal the 毒性ed miners. The Hunter 大师之knows the recipe. 
ITEM_20150414_004787	皮革carved with an unknown symbol. It looks like a 魔力circle. 
ITEM_20150414_004788	A 药剂 obtained from the Hunter Master. It makes an antidote when mixed with a Rimedeed叶子.  
ITEM_20150414_004789	毒性 from an unidentified dagger. It seems to be related with the 皮革marked with a 魔力circle. 
ITEM_20150414_004790	A dev冰之that controls the growth of 魔物们. It seems to also work on crops. 
ITEM_20150414_004791	An antidote recipe written by the Hunter Master. Combine the detoxifying solvent with the Rimedeed叶子. 
ITEM_20150414_004792	Charlotte的Special 药剂 
ITEM_20150414_004793	A special 药剂 that only Charlotte knows how to make. It causes plants to wither die.  
ITEM_20150428_004794	Equipment that helps one in 战斗. 
ITEM_20150428_004795	Yorgis 波德莱尔之刃 
ITEM_20150428_004796	优良的迪奥之剑 
ITEM_20150428_004797	优良的农用打谷剑 
ITEM_20150428_004798	优良的炙热昏睡剑 
ITEM_20150428_004799	优良的诅咒之剑 
ITEM_20150428_004800	优良的阿斯顿之剑 
ITEM_20150428_004801	Flame 
ITEM_20150428_004802	Galatunis 剑 
ITEM_20150428_004803	Eyestra 剑 
ITEM_20150428_004804	Yorgis 卡特兹巴 
ITEM_20150428_004805	优良的迪奥之双手式剑 
ITEM_20150428_004806	优良的农用打谷双手式剑 
ITEM_20150428_004807	优良的炙热昏睡双手式剑 
ITEM_20150428_004808	优良的诅咒之双手式剑 
ITEM_20150428_004809	优良的阿斯顿之双手式剑 
ITEM_20150428_004810	Saw 
ITEM_20150428_004811	Galatunis 双手式剑 
ITEM_20150428_004812	Eyestra 双手式剑 
ITEM_20150428_004813	Yorgis 变幻 魔棒 
ITEM_20150428_004814	优良的迪奥之魔棒 
ITEM_20150428_004815	优良的农用打谷魔棒 
ITEM_20150428_004816	优良的炙热昏睡魔棒 
ITEM_20150428_004817	优良的诅咒之魔棒 
ITEM_20150428_004818	优良的阿斯顿之魔棒 
ITEM_20150428_004819	Galatunis 魔棒 
ITEM_20150428_004820	Eyestra 魔棒 
ITEM_20150428_004821	Yorgis Seize 弓 
ITEM_20150428_004822	优良的迪奥之弓 
ITEM_20150428_004823	优良的农用打谷弓 
ITEM_20150428_004824	优良的炙热昏睡弓 
ITEM_20150428_004825	优良的诅咒之弓 
ITEM_20150428_004826	优良的阿斯顿之弓 
ITEM_20150428_004827	Galatunis 弓 
ITEM_20150428_004828	Excel 弓 
ITEM_20150428_004829	Yorgis 费迪南的炮台 
ITEM_20150428_004830	Galatunis十字弓 
ITEM_20150428_004831	Eyestra十字弓 
ITEM_20150428_004832	优良的Did 锤 
ITEM_20150428_004833	优良的农用打谷锤 
ITEM_20150428_004834	优良的炙热昏睡锤 
ITEM_20150428_004835	优良的诅咒之锤 
ITEM_20150428_004836	Superiror 阿斯顿之锤 
ITEM_20150428_004837	Galatunis 锤 
ITEM_20150428_004838	Eyestra 锤 
ITEM_20150428_004839	 - Causes an explosion every 10th consecutive 攻击. 
ITEM_20150428_004840	Seems weak, but it causes an explosion on the user的10th 攻击. 
ITEM_20150428_004841	Yorgis Alchupiz 
ITEM_20150428_004842	优良的农用打谷矛 
ITEM_20150428_004843	炙热昏睡矛 
ITEM_20150428_004844	优良的炙热昏睡矛 
ITEM_20150428_004845	优良的诅咒之矛 
ITEM_20150428_004846	优良的阿斯顿之矛 
ITEM_20150428_004847	Galatunis 矛 
ITEM_20150428_004848	Gamble 
ITEM_20150428_004849	Yorgis Alchupiz 
ITEM_20150428_004850	优良的炙热昏睡Pike 
ITEM_20150428_004851	Dratt Pike 
ITEM_20150428_004852	优良的Dart Pike 
ITEM_20150428_004853	阿斯顿之Pike 
ITEM_20150428_004854	优良的阿斯顿之Pike 
ITEM_20150428_004855	Galatunis Pike 
ITEM_20150428_004856	Eyestra Pike 
ITEM_20150428_004857	Yorgis Knife 
ITEM_20150428_004858	Yorgis 钢质的权杖 
ITEM_20150428_004859	优良的迪奥之权杖 
ITEM_20150428_004860	优良的农用打谷权杖 
ITEM_20150428_004861	优良的炙热昏睡权杖 
ITEM_20150428_004862	优良的Dart 权杖 
ITEM_20150428_004863	优良的阿斯顿之权杖 
ITEM_20150428_004864	Galatunis 权杖 
ITEM_20150428_004865	Eyestra 权杖 
ITEM_20150428_004866	优良的阿斯顿之手铳 
ITEM_20150428_004867	黛妃之手铳 
ITEM_20150428_004868	Earth 手套 
ITEM_20150428_004869	Earth 靴子 
ITEM_20150428_004870	Earth 胖次 
ITEM_20150428_004871	Earth 礼服 
ITEM_20150428_004872	皮革Earth 手套 
ITEM_20150428_004873	皮革Earth 靴子 
ITEM_20150428_004874	皮革Earth 胖次 
ITEM_20150428_004875	皮革Earth 盔甲 
ITEM_20150428_004876	Earth 精金制护手 
ITEM_20150428_004877	Earth 精金制护胫 
ITEM_20150428_004878	Earth 精金制胖次 
ITEM_20150428_004879	Earth 精金制盔甲 
ITEM_20150428_004880	Legwyn Family 手套 
ITEM_20150428_004881	盔甲 used by the Legwyn family. 
ITEM_20150428_004882	Legwyn Family 靴子 
ITEM_20150428_004883	Legwyn Family 胖次 
ITEM_20150428_004884	Legwyn Family 礼服 
ITEM_20150428_004885	Legwyn Family 皮革手套 
ITEM_20150428_004886	Legwyn Family 皮革靴子 
ITEM_20150428_004887	Legwyn Family 皮革胖次 
ITEM_20150428_004888	Legwyn Family 皮革盔甲 
ITEM_20150428_004889	Legwyn Family 精金制护手 
ITEM_20150428_004890	Legwyn Family 精金制护胫 
ITEM_20150428_004891	Legwyn Family 精金制胖次 
ITEM_20150428_004892	Legwyn Family 精金制盔甲 
ITEM_20150428_004893	Abomination 项链 
ITEM_20150428_004894	Abomination 手镯 
ITEM_20150428_004895	鲜花 Branch 
ITEM_20150428_004896	Soup Set 
ITEM_20150428_004897	提升 移动速度 by 2 for 180 秒钟. {nl}右键点击使用. 冷却 30 秒钟. 
ITEM_20150428_004898	This fruit has a sweet and sour flavor. {nl}恢复 HP every 2 秒钟. 180 HP is restored over 15 秒钟. {nl}右键点击使用. 
ITEM_20150428_004899	水晶 obtained by processing the药片 of 水晶. {nl}It will protect you from the 毒性ous gas of 2 blocks. 
ITEM_20150428_004900	水晶 obtained by processing the药片 of 水晶. {nl}恢复 HP every 2 秒钟. 440 HP is restored over 15 秒钟. {nl}右键点击使用. 冷却 30 秒钟. 
ITEM_20150428_004901	水晶 obtained by processing the药片 of 水晶. {nl}恢复 SP every 2 秒钟. 280 SP is restored over 15 秒钟. {nl}右键点击使用. 冷却 30 秒钟. 
ITEM_20150428_004902	水晶 obtained by processing the药片 of 水晶. {nl}提升 移动速度 by 2 for 180 秒钟. {nl}右键点击使用. 冷却 30 秒钟. 
ITEM_20150428_004903	攻击增幅 + 10 
ITEM_20150428_004904	提升 武器 伤害 +10. {nl}Can be used immediately after you have registe红色的in the slot. 
ITEM_20150428_004905	攻击增幅 + 15 
ITEM_20150428_004906	提升 武器 伤害 +15. {nl}Can be used immediately after you have registe红色的in the slot. 
ITEM_20150428_004907	攻击增幅 + 20 
ITEM_20150428_004908	提升 武器 伤害 by 20. {nl}Can be used immediately after you have registe红色的in the slot. 
ITEM_20150428_004909	Concentrated HP 药剂 LV1 
ITEM_20150428_004910	恢复 HP every 2 秒钟. {nl}800 HP is restored over 15 秒钟. {nl}右键点击使用. 冷却 45 秒钟. 
ITEM_20150428_004911	Concentrated SP 药剂 LV1 
ITEM_20150428_004912	恢复 SP every 2 秒钟. {nl}640 SP is restored over 15 秒钟. {nl}右键点击使用. 冷却 30 秒钟. 
ITEM_20150428_004913	Concentrated 体力药丸s LV1 
ITEM_20150428_004914	恢复 50 体力. 右键点击使用. 冷却 30 秒钟. 
ITEM_20150428_004915	Concentrated 移动速度 提升药剂 LV1 
ITEM_20150428_004916	提升 移动速度 5点数持续 180 秒钟. 右键点击使用. 冷却 30 秒钟. 
ITEM_20150428_004917	Concentrated HP 药剂 LV2 
ITEM_20150428_004918	恢复 HP every 2 秒钟. {nl}800 HP is restored over 15 秒钟. {nl}右键点击使用. 冷却 45 秒钟. 
ITEM_20150428_004919	Concentrated HP 药剂 LV3 
ITEM_20150428_004920	恢复 HP every 2 秒钟. {nl}960 HP is restored over 15 秒钟. {nl}右键点击使用. 冷却 45 秒钟. 
ITEM_20150428_004921	Concentrated HP 药剂 LV4 
ITEM_20150428_004922	恢复 HP every 2 秒钟. {nl}1040 HP is restored over 15 秒钟. {nl}右键点击使用. 冷却 45 秒钟. 
ITEM_20150428_004923	Concentrated HP 药剂 LV5 
ITEM_20150428_004924	恢复 HP every 2 秒钟. {nl}1120 HP is restored over 15 秒钟. {nl}右键点击使用. 冷却 45 秒钟. 
